Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,extra_yn,study_efficiency,practice_ratio,study_sleep_ratio,conditioned_study,focus_index,growth_potential,effort_result_ratio,learning_engagement,balance_score,prediction
5,63,No,5,5,0,12.6,1.0,1.0,8.958797346140274,5.0,0.07936507936507936,6.3,10.0,0.8333333333333334,46.40232
2,68,Yes,9,6,1,34.0,3.0,0.2222222222222222,9.887510598012986,1.0,0.029411764705882353,8.5,7.5,6.0,34.98171
4,73,No,7,9,0,18.25,2.25,0.5714285714285714,11.266065387038703,4.0,0.0547945205479452,5.615384615384615,13.0,1.4,50.837624
2,69,No,8,3,0,34.5,1.5,0.25,8.788898309344876,2.0,0.028985507246376812,13.8,5.0,2.6666666666666665,44.175507
1,55,Yes,7,4,1,55.0,4.0,0.14285714285714285,4.852030263919617,0.5,0.01818181818181818,11.0,4.5,7.0,30.266384
4,42,No,4,9,0,10.5,2.25,1.0,6.437751649736401,4.0,0.09523809523809523,3.230769230769231,13.0,0.8,36.451153
8,97,No,9,7,0,12.125,0.875,0.8888888888888888,19.775021196025975,8.0,0.08247422680412371,6.466666666666667,15.0,1.0,77.80152
9,83,Yes,7,3,1,9.222222222222221,0.3333333333333333,1.2857142857142858,16.11809565095832,4.5,0.10843373493975904,6.916666666666667,11.5,1.4,67.80308
5,64,No,7,3,0,12.8,0.6,0.7142857142857143,12.542316284596385,5.0,0.078125,8.0,8.0,1.1666666666666667,49.63199
1,80,No,6,3,0,80.0,3.0,0.16666666666666666,4.1588830833596715,1.0,0.0125,20.0,4.0,3.0,72.09653
1,83,No,5,3,0,83.0,3.0,0.2,3.4657359027997265,1.0,0.012048192771084338,20.75,4.0,2.5,76.49776
3,43,Yes,6,1,1,14.333333333333334,0.3333333333333333,0.5,8.317766166719343,1.5,0.06976744186046512,10.75,3.5,3.0,38.594727
1,46,Yes,5,0,1,46.0,0.0,0.2,3.4657359027997265,0.5,0.021739130434782608,46.0,0.5,5.0,43.749023
7,85,Yes,8,0,1,12.142857142857142,0.0,0.875,16.635532333438686,3.5,0.08235294117647059,12.142857142857142,6.5,2.0,61.605206
8,48,No,8,2,0,6.0,0.25,1.0,17.577796618689757,8.0,0.16666666666666666,4.8,10.0,0.8888888888888888,63.401066
6,59,No,8,0,0,9.833333333333334,0.0,0.75,15.567281192442506,6.0,0.1016949152542373,9.833333333333334,6.0,1.1428571428571428,53.258007
4,40,Yes,8,5,1,10.0,1.25,0.5,12.875503299472802,2.0,0.1,4.444444444444445,8.5,3.2,43.60263
8,93,Yes,5,1,1,11.625,0.125,1.6,10.986122886681098,4.0,0.08602150537634409,10.333333333333334,8.5,1.1111111111111112,62.207386
1,66,No,8,2,0,66.0,2.0,0.125,5.545177444479562,1.0,0.015151515151515152,22.0,3.0,4.0,56.809216
9,60,Yes,8,1,1,6.666666666666667,0.1111111111111111,1.125,18.420680743952367,4.5,0.15,6.0,9.5,1.6,64.38288
6,63,Yes,9,3,1,10.5,0.5,0.6666666666666666,17.51319134149782,3.0,0.09523809523809523,7.0,8.5,2.5714285714285716,58.16965
7,74,Yes,5,7,1,10.571428571428571,1.0,1.4,10.39720770839918,3.5,0.0945945945945946,5.285714285714286,13.5,1.25,63.120853
7,60,No,5,8,0,8.571428571428571,1.1428571428571428,1.4,10.39720770839918,7.0,0.11666666666666667,4.0,15.0,0.625,58.022953
1,99,Yes,9,3,1,99.0,3.0,0.1111111111111111,6.238324625039508,0.5,0.010101010101010102,24.75,3.5,9.0,67.90084
9,52,Yes,7,7,1,5.777777777777778,0.7777777777777778,1.2857142857142858,16.11809565095832,4.5,0.17307692307692307,3.25,15.5,1.4,68.15127
1,46,No,8,1,0,46.0,1.0,0.125,5.545177444479562,1.0,0.021739130434782608,23.0,2.0,4.0,36.95768
2,63,Yes,7,6,1,31.5,3.0,0.2857142857142857,7.690286020676767,1.0,0.031746031746031744,7.875,7.5,4.666666666666667,38.67759
5,82,No,5,2,0,16.4,0.4,1.0,8.958797346140274,5.0,0.06097560975609756,11.714285714285714,7.0,0.8333333333333334,48.53814
2,52,No,6,1,0,26.0,0.5,0.3333333333333333,6.591673732008657,2.0,0.038461538461538464,17.333333333333332,3.0,2.0,34.344883
7,78,No,5,0,0,11.142857142857142,0.0,1.4,10.39720770839918,7.0,0.08974358974358974,11.142857142857142,7.0,0.625,53.509544
3,91,Yes,6,7,1,30.333333333333332,2.3333333333333335,0.5,8.317766166719343,1.5,0.03296703296703297,9.1,9.5,3.0,57.485615
7,61,Yes,8,0,1,8.714285714285714,0.0,0.875,16.635532333438686,3.5,0.11475409836065574,8.714285714285714,6.5,2.0,57.78616
6,51,Yes,9,3,1,8.5,0.5,0.6666666666666666,17.51319134149782,3.0,0.11764705882352941,5.666666666666667,8.5,2.5714285714285716,55.941883
3,97,No,7,1,0,32.333333333333336,0.3333333333333333,0.42857142857142855,9.704060527839234,3.0,0.030927835051546393,24.25,4.0,1.75,53.670483
7,83,Yes,5,9,1,11.857142857142858,1.2857142857142858,1.4,10.39720770839918,3.5,0.08433734939759036,5.1875,15.5,1.25,66.397415
3,98,Yes,7,4,1,32.666666666666664,1.3333333333333333,0.42857142857142855,9.704060527839234,1.5,0.030612244897959183,14.0,6.5,3.5,58.09167
6,66,Yes,4,9,1,11.0,1.5,1.5,7.783640596221253,3.0,0.09090909090909091,4.4,14.5,1.1428571428571428,60.088
7,62,Yes,8,0,1,8.857142857142858,0.0,0.875,16.635532333438686,3.5,0.11290322580645161,8.857142857142858,6.5,2.0,57.945293
3,69,No,6,2,0,23.0,0.6666666666666666,0.5,8.317766166719343,3.0,0.043478260869565216,13.8,5.0,1.5,41.990067
7,74,No,8,1,0,10.571428571428571,0.14285714285714285,0.875,16.635532333438686,7.0,0.0945945945945946,9.25,8.0,1.0,61.36607
7,64,Yes,4,8,1,9.142857142857142,1.1428571428571428,1.75,8.317766166719343,3.5,0.109375,4.266666666666667,14.5,1.0,61.388645
7,71,No,4,1,0,10.142857142857142,0.14285714285714285,1.75,8.317766166719343,7.0,0.09859154929577464,8.875,8.0,0.5,50.79426
9,63,No,7,9,0,7.0,1.0,1.2857142857142858,16.11809565095832,9.0,0.14285714285714285,3.5,18.0,0.7,75.12274
7,75,Yes,6,1,1,10.714285714285714,0.14285714285714285,1.1666666666666667,12.476649250079014,3.5,0.09333333333333334,9.375,7.5,1.5,58.809856
2,81,Yes,4,9,1,40.5,4.5,0.5,4.394449154672438,1.0,0.024691358024691357,7.363636363636363,10.5,2.6666666666666665,57.004574
6,70,No,9,2,0,11.666666666666666,0.3333333333333333,0.6666666666666666,17.51319134149782,6.0,0.08571428571428572,8.75,8.0,1.2857142857142858,59.35039
2,71,No,6,7,0,35.5,3.5,0.3333333333333333,6.591673732008657,2.0,0.028169014084507043,7.888888888888889,9.0,2.0,42.089016
3,59,Yes,6,3,1,19.666666666666668,1.0,0.5,8.317766166719343,1.5,0.05084745762711865,9.833333333333334,5.5,3.0,44.891678
8,98,Yes,8,2,1,12.25,0.25,1.0,17.577796618689757,4.0,0.08163265306122448,9.8,9.5,1.7777777777777777,67.85518
4,79,No,8,5,0,19.75,1.25,0.5,12.875503299472802,4.0,0.05063291139240506,8.777777777777779,9.0,1.6,52.411777
6,57,Yes,6,5,1,9.5,0.8333333333333334,1.0,11.675460894331879,3.0,0.10526315789473684,5.181818181818182,10.5,1.7142857142857142,56.54587
2,85,Yes,9,5,1,42.5,2.5,0.2222222222222222,9.887510598012986,1.0,0.023529411764705882,12.142857142857142,6.5,6.0,44.922718
7,74,No,9,8,0,10.571428571428571,1.1428571428571428,0.7777777777777778,18.71497387511852,7.0,0.0945945945945946,4.933333333333334,15.0,1.125,70.34514
7,42,No,6,3,0,6.0,0.42857142857142855,1.1666666666666667,12.476649250079014,7.0,0.16666666666666666,4.2,10.0,0.75,53.071224
7,43,Yes,9,6,1,6.142857142857143,0.8571428571428571,0.7777777777777778,18.71497387511852,3.5,0.16279069767441862,3.3076923076923075,12.5,2.25,61.518314
1,44,No,4,8,0,44.0,8.0,0.25,2.772588722239781,1.0,0.022727272727272728,4.888888888888889,9.0,2.0,21.98465
6,68,No,9,7,0,11.333333333333334,1.1666666666666667,0.6666666666666666,17.51319134149782,6.0,0.08823529411764706,5.230769230769231,13.0,1.2857142857142858,63.125095
6,41,No,8,5,0,6.833333333333333,0.8333333333333334,0.75,15.567281192442506,6.0,0.14634146341463414,3.727272727272727,11.0,1.1428571428571428,54.062344
8,66,No,7,2,0,8.25,0.25,1.1428571428571428,15.380572041353537,8.0,0.12121212121212122,6.6,10.0,0.7777777777777778,63.289227
8,72,No,4,6,0,9.0,0.75,2.0,8.788898309344878,8.0,0.1111111111111111,5.142857142857143,14.0,0.4444444444444444,60.23836
8,60,No,5,3,0,7.5,0.375,1.6,10.986122886681098,8.0,0.13333333333333333,5.454545454545454,11.0,0.5555555555555556,58.209675
9,70,No,9,3,0,7.777777777777778,0.3333333333333333,1.0,20.723265836946414,9.0,0.12857142857142856,5.833333333333333,12.0,0.9,75.08617
8,92,No,7,5,0,11.5,0.625,1.1428571428571428,15.380572041353537,8.0,0.08695652173913043,7.076923076923077,13.0,0.7777777777777778,69.885284
4,88,Yes,4,6,1,22.0,1.5,1.0,6.437751649736401,2.0,0.045454545454545456,8.8,9.5,1.6,59.148067
2,64,No,6,3,0,32.0,1.5,0.3333333333333333,6.591673732008657,2.0,0.03125,12.8,5.0,2.0,40.08228
2,44,Yes,4,0,1,22.0,0.0,0.5,4.394449154672438,1.0,0.045454545454545456,22.0,1.5,2.6666666666666665,40.65435
2,59,Yes,6,2,1,29.5,1.0,0.3333333333333333,6.591673732008657,1.0,0.03389830508474576,14.75,3.5,4.0,41.581978
1,68,No,7,8,0,68.0,8.0,0.14285714285714285,4.852030263919617,1.0,0.014705882352941176,7.555555555555555,9.0,3.5,45.539265
2,48,Yes,6,2,1,24.0,1.0,0.3333333333333333,6.591673732008657,1.0,0.041666666666666664,12.0,3.5,4.0,35.45559
4,67,No,7,8,0,16.75,2.0,0.5714285714285714,11.266065387038703,4.0,0.05970149253731343,5.583333333333333,12.0,1.4,48.663147
2,66,No,4,5,0,33.0,2.5,0.5,4.394449154672438,2.0,0.030303030303030304,9.428571428571429,7.0,1.3333333333333333,38.941708
8,47,Yes,8,6,1,5.875,0.75,1.0,17.577796618689757,4.0,0.1702127659574468,3.357142857142857,13.5,1.7777777777777777,64.72203
7,67,No,8,3,0,9.571428571428571,0.42857142857142855,0.875,16.635532333438686,7.0,0.1044776119402985,6.7,10.0,1.0,62.096592
8,87,No,5,3,0,10.875,0.375,1.6,10.986122886681098,8.0,0.09195402298850575,7.909090909090909,11.0,0.5555555555555556,61.969044
5,69,No,7,6,0,13.8,1.2,0.7142857142857143,12.542316284596385,5.0,0.07246376811594203,6.2727272727272725,11.0,1.1666666666666667,52.84282
6,61,Yes,6,1,1,10.166666666666666,0.16666666666666666,1.0,11.675460894331879,3.0,0.09836065573770492,8.714285714285714,6.5,1.7142857142857142,53.971684
2,59,No,8,3,0,29.5,1.5,0.25,8.788898309344876,2.0,0.03389830508474576,11.8,5.0,2.6666666666666665,38.606064
5,42,No,6,2,0,8.4,0.4,0.8333333333333334,10.75055681536833,5.0,0.11904761904761904,6.0,7.0,1.0,41.829464
6,44,No,5,1,0,7.333333333333333,0.16666666666666666,1.2,9.729550745276565,6.0,0.13636363636363635,6.285714285714286,7.0,0.7142857142857143,44.126926
7,65,No,8,3,0,9.285714285714286,0.42857142857142855,0.875,16.635532333438686,7.0,0.1076923076923077,6.5,10.0,1.0,61.77834
8,96,Yes,8,5,1,12.0,0.625,1.0,17.577796618689757,4.0,0.08333333333333333,7.384615384615385,12.5,1.7777777777777777,70.55261
7,52,Yes,6,9,1,7.428571428571429,1.2857142857142858,1.1666666666666667,12.476649250079014,3.5,0.1346153846153846,3.25,15.5,1.5,62.52766
5,54,No,4,9,0,10.8,1.8,1.25,7.16703787691222,5.0,0.09259259259259259,3.857142857142857,14.0,0.6666666666666666,44.990826
6,65,No,4,0,0,10.833333333333334,0.0,1.5,7.783640596221253,6.0,0.09230769230769231,10.833333333333334,6.0,0.5714285714285714,44.804474
4,87,Yes,8,9,1,21.75,2.25,0.5,12.875503299472802,2.0,0.04597701149425287,6.6923076923076925,12.5,3.2,58.705456
5,48,No,5,3,0,9.6,0.6,1.0,8.958797346140274,5.0,0.10416666666666667,6.0,8.0,0.8333333333333334,41.662697
8,82,No,8,5,0,10.25,0.625,1.0,17.577796618689757,8.0,0.0975609756097561,6.3076923076923075,13.0,0.8888888888888888,71.110985
8,45,Yes,9,9,1,5.625,1.125,0.8888888888888888,19.775021196025975,4.0,0.17777777777777778,2.6470588235294117,16.5,2.0,68.73933
3,42,No,8,9,0,14.0,3.0,0.375,11.090354888959125,3.0,0.07142857142857142,3.5,12.0,2.0,36.13641
5,53,No,7,0,0,10.6,0.0,0.7142857142857143,12.542316284596385,5.0,0.09433962264150944,10.6,5.0,1.1666666666666667,45.08448
8,63,No,5,8,0,7.875,1.0,1.6,10.986122886681098,8.0,0.12698412698412698,3.9375,16.0,0.5555555555555556,63.587246
3,83,Yes,9,1,1,27.666666666666668,0.3333333333333333,0.3333333333333333,12.476649250079015,1.5,0.03614457831325301,20.75,3.5,4.5,49.07056
9,54,Yes,7,3,1,6.0,0.3333333333333333,1.2857142857142858,16.11809565095832,4.5,0.16666666666666666,4.5,11.5,1.4,64.213905
6,76,Yes,4,3,1,12.666666666666666,0.5,1.5,7.783640596221253,3.0,0.07894736842105263,8.444444444444445,8.5,1.1428571428571428,56.969288
6,83,Yes,6,9,1,13.833333333333334,1.5,1.0,11.675460894331879,3.0,0.07228915662650602,5.533333333333333,14.5,1.7142857142857142,64.68953
2,42,Yes,6,8,1,21.0,4.0,0.3333333333333333,6.591673732008657,1.0,0.047619047619047616,4.2,9.5,4.0,29.276146
4,73,No,7,4,0,18.25,1.0,0.5714285714285714,11.266065387038703,4.0,0.0547945205479452,9.125,8.0,1.4,48.319344
3,92,No,8,0,0,30.666666666666668,0.0,0.375,11.090354888959125,3.0,0.03260869565217391,30.666666666666668,3.0,2.0,53.09814
9,78,Yes,6,7,1,8.666666666666666,0.7777777777777778,1.5,13.815510557964275,4.5,0.11538461538461539,4.875,15.5,1.2,69.85031
2,82,No,9,2,0,41.0,1.0,0.2222222222222222,9.887510598012986,2.0,0.024390243902439025,20.5,4.0,3.0,52.542984
2,85,Yes,4,7,1,42.5,3.5,0.5,4.394449154672438,1.0,0.023529411764705882,9.444444444444445,8.5,2.6666666666666665,60.17828
9,71,No,4,6,0,7.888888888888889,0.6666666666666666,2.25,9.210340371976184,9.0,0.1267605633802817,4.733333333333333,15.0,0.4,64.91254
4,82,No,6,6,0,20.5,1.5,0.6666666666666666,9.656627474604601,4.0,0.04878048780487805,8.2,10.0,1.2,49.914948
4,87,No,5,2,0,21.75,0.5,0.8,8.047189562170502,4.0,0.04597701149425287,14.5,6.0,1.0,47.37472
2,96,No,8,2,0,48.0,1.0,0.25,8.788898309344876,2.0,0.020833333333333332,24.0,4.0,2.6666666666666665,59.685947
1,86,Yes,5,0,1,86.0,0.0,0.2,3.4657359027997265,0.5,0.011627906976744186,86.0,0.5,5.0,88.30451
8,79,Yes,8,6,1,9.875,0.75,1.0,17.577796618689757,4.0,0.10126582278481013,5.642857142857143,13.5,1.7777777777777777,69.17758
6,42,No,4,9,0,7.0,1.5,1.5,7.783640596221253,6.0,0.14285714285714285,2.8,15.0,0.5714285714285714,47.997375
1,85,Yes,7,8,1,85.0,8.0,0.14285714285714285,4.852030263919617,0.5,0.011764705882352941,9.444444444444445,8.5,7.0,53.978146
9,50,No,5,8,0,5.555555555555555,0.8888888888888888,1.8,11.51292546497023,9.0,0.18,2.9411764705882355,17.0,0.5,67.09313
8,61,No,6,9,0,7.625,1.125,1.3333333333333333,13.183347464017316,8.0,0.13114754098360656,3.588235294117647,17.0,0.6666666666666666,66.91879
8,61,Yes,9,3,1,7.625,0.375,0.8888888888888888,19.775021196025975,4.0,0.13114754098360656,5.545454545454546,10.5,2.0,65.01528
2,57,Yes,7,5,1,28.5,2.5,0.2857142857142857,7.690286020676767,1.0,0.03508771929824561,8.142857142857142,6.5,4.666666666666667,35.808876
9,95,Yes,4,5,1,10.555555555555555,0.5555555555555556,2.25,9.210340371976184,4.5,0.09473684210526316,6.785714285714286,13.5,0.8,66.82419
8,84,No,4,6,0,10.5,0.75,2.0,8.788898309344878,8.0,0.09523809523809523,6.0,14.0,0.4444444444444444,61.909184
7,90,Yes,8,9,1,12.857142857142858,1.2857142857142858,0.875,16.635532333438686,3.5,0.07777777777777778,5.625,15.5,2.0,70.70077
4,48,Yes,7,8,1,12.0,2.0,0.5714285714285714,11.266065387038703,2.0,0.08333333333333333,4.0,11.5,2.8,47.76018
5,62,No,5,9,0,12.4,1.8,1.0,8.958797346140274,5.0,0.08064516129032258,4.428571428571429,14.0,0.8333333333333334,48.97548
2,63,Yes,6,9,1,31.5,4.5,0.3333333333333333,6.591673732008657,1.0,0.031746031746031744,5.7272727272727275,10.5,4.0,40.499
3,79,Yes,4,9,1,26.333333333333332,3.0,0.75,5.545177444479562,1.5,0.0379746835443038,6.583333333333333,11.5,2.0,56.303646
7,46,No,9,8,0,6.571428571428571,1.1428571428571428,0.7777777777777778,18.71497387511852,7.0,0.15217391304347827,3.066666666666667,15.0,1.125,65.88959
9,56,Yes,5,9,1,6.222222222222222,1.0,1.8,11.51292546497023,4.5,0.16071428571428573,3.111111111111111,17.5,1.0,67.70108
5,94,No,5,9,0,18.8,1.8,1.0,8.958797346140274,5.0,0.05319148936170213,6.714285714285714,14.0,0.8333333333333334,56.10435
2,41,No,6,5,0,20.5,2.5,0.3333333333333333,6.591673732008657,2.0,0.04878048780487805,5.857142857142857,7.0,2.0,26.326633
5,74,Yes,4,2,1,14.8,0.4,1.25,7.16703787691222,2.5,0.06756756756756757,10.571428571428571,6.5,1.3333333333333333,54.29266
7,67,No,5,8,0,9.571428571428571,1.1428571428571428,1.4,10.39720770839918,7.0,0.1044776119402985,4.466666666666667,15.0,0.625,59.13683
9,58,Yes,7,2,1,6.444444444444445,0.2222222222222222,1.2857142857142858,16.11809565095832,4.5,0.15517241379310345,5.2727272727272725,10.5,1.4,63.662716
7,77,No,7,6,0,11.0,0.8571428571428571,1.0,14.55609079175885,7.0,0.09090909090909091,5.923076923076923,13.0,0.875,63.930897
1,94,Yes,8,4,1,94.0,4.0,0.125,5.545177444479562,0.5,0.010638297872340425,18.8,4.5,8.0,66.80658
5,74,Yes,7,1,1,14.8,0.2,0.7142857142857143,12.542316284596385,2.5,0.06756756756756757,12.333333333333334,5.5,2.3333333333333335,54.35915
9,57,No,7,1,0,6.333333333333333,0.1111111111111111,1.2857142857142858,16.11809565095832,9.0,0.15789473684210525,5.7,10.0,0.7,66.01033
4,50,Yes,9,3,1,12.5,0.75,0.4444444444444444,14.484941211906902,2.0,0.08,7.142857142857143,6.5,3.6,44.961254
2,49,Yes,6,0,1,24.5,0.0,0.3333333333333333,6.591673732008657,1.0,0.04081632653061224,24.5,1.5,4.0,36.958473
1,56,Yes,8,9,1,56.0,9.0,0.125,5.545177444479562,0.5,0.017857142857142856,5.6,9.5,8.0,12.347812
1,65,No,8,9,0,65.0,9.0,0.125,5.545177444479562,1.0,0.015384615384615385,6.5,10.0,4.0,38.71183
1,70,Yes,4,0,1,70.0,0.0,0.25,2.772588722239781,0.5,0.014285714285714285,70.0,0.5,4.0,77.383705
4,71,Yes,5,1,1,17.75,0.25,0.8,8.047189562170502,2.0,0.056338028169014086,14.2,4.5,2.0,51.47697
6,60,Yes,9,1,1,10.0,0.16666666666666666,0.6666666666666666,17.51319134149782,3.0,0.1,8.571428571428571,6.5,2.5714285714285716,55.954304
1,99,Yes,4,3,1,99.0,3.0,0.25,2.772588722239781,0.5,0.010101010101010102,24.75,3.5,4.0,102.407814
7,57,No,8,9,0,8.142857142857142,1.2857142857142858,0.875,16.635532333438686,7.0,0.12280701754385964,3.5625,16.0,1.0,66.03859
6,54,No,9,7,0,9.0,1.1666666666666667,0.6666666666666666,17.51319134149782,6.0,0.1111111111111111,4.153846153846154,13.0,1.2857142857142858,60.52602
8,40,No,7,7,0,5.0,0.875,1.1428571428571428,15.380572041353537,8.0,0.2,2.6666666666666665,15.0,0.7777777777777778,64.62895
5,90,No,5,5,0,18.0,1.0,1.0,8.958797346140274,5.0,0.05555555555555555,9.0,10.0,0.8333333333333334,52.417313
6,81,No,4,7,0,13.5,1.1666666666666667,1.5,7.783640596221253,6.0,0.07407407407407407,6.230769230769231,13.0,0.5714285714285714,53.57924
7,84,No,7,0,0,12.0,0.0,1.0,14.55609079175885,7.0,0.08333333333333333,12.0,7.0,0.875,59.51151
7,85,No,9,5,0,12.142857142857142,0.7142857142857143,0.7777777777777778,18.71497387511852,7.0,0.08235294117647059,7.083333333333333,12.0,1.125,69.32891
1,50,Yes,4,2,1,50.0,2.0,0.25,2.772588722239781,0.5,0.02,16.666666666666668,2.5,4.0,50.253548
3,63,No,4,2,0,21.0,0.6666666666666666,0.75,5.545177444479562,3.0,0.047619047619047616,12.6,5.0,1.0,36.837788
6,91,Yes,9,1,1,15.166666666666666,0.16666666666666666,0.6666666666666666,17.51319134149782,3.0,0.06593406593406594,13.0,6.5,2.5714285714285716,61.709385
1,73,Yes,9,1,1,73.0,1.0,0.1111111111111111,6.238324625039508,0.5,0.0136986301369863,36.5,1.5,9.0,43.792202
7,43,Yes,4,3,1,6.142857142857143,0.42857142857142855,1.75,8.317766166719343,3.5,0.16279069767441862,4.3,9.5,1.0,53.435932
5,49,Yes,5,0,1,9.8,0.0,1.0,8.958797346140274,2.5,0.10204081632653061,9.8,4.5,1.6666666666666667,47.580418
6,41,Yes,7,8,1,6.833333333333333,1.3333333333333333,0.8571428571428571,13.621371043387192,3.0,0.14634146341463414,2.9285714285714284,13.5,2.0,56.785885
4,77,Yes,6,5,1,19.25,1.25,0.6666666666666666,9.656627474604601,2.0,0.05194805194805195,8.555555555555555,8.5,2.4,54.743656
6,67,No,6,7,0,11.166666666666666,1.1666666666666667,1.0,11.675460894331879,6.0,0.08955223880597014,5.153846153846154,13.0,0.8571428571428571,55.763874
4,40,No,9,4,0,10.0,1.0,0.4444444444444444,14.484941211906902,4.0,0.1,5.0,8.0,1.8,42.96567
4,48,No,7,7,0,12.0,1.75,0.5714285714285714,11.266065387038703,4.0,0.08333333333333333,4.363636363636363,11.0,1.4,42.868515
3,44,No,6,9,0,14.666666666666666,3.0,0.5,8.317766166719343,3.0,0.06818181818181818,3.6666666666666665,12.0,1.5,33.9545
8,81,Yes,5,1,1,10.125,0.125,1.6,10.986122886681098,4.0,0.09876543209876543,9.0,8.5,1.1111111111111112,60.536564
3,97,Yes,7,1,1,32.333333333333336,0.3333333333333333,0.42857142857142855,9.704060527839234,1.5,0.030927835051546393,24.25,3.5,3.5,57.186016
2,60,No,6,6,0,30.0,3.0,0.3333333333333333,6.591673732008657,2.0,0.03333333333333333,7.5,8.0,2.0,36.435604
8,47,No,6,7,0,5.875,0.875,1.3333333333333333,13.183347464017316,8.0,0.1702127659574468,3.1333333333333333,15.0,0.6666666666666666,62.985554
3,56,No,4,5,0,18.666666666666668,1.6666666666666667,0.75,5.545177444479562,3.0,0.05357142857142857,7.0,8.0,1.0,34.773075
1,88,Yes,7,4,1,88.0,4.0,0.14285714285714285,4.852030263919617,0.5,0.011363636363636364,17.6,4.5,7.0,67.024666
5,79,No,9,8,0,15.8,1.6,0.5555555555555556,16.125835223052494,5.0,0.06329113924050633,6.076923076923077,13.0,1.5,60.873417
1,46,No,8,5,0,46.0,5.0,0.125,5.545177444479562,1.0,0.021739130434782608,7.666666666666667,6.0,4.0,27.25283
7,46,No,7,8,0,6.571428571428571,1.1428571428571428,1.0,14.55609079175885,7.0,0.15217391304347827,3.066666666666667,15.0,0.875,60.84238
6,54,No,7,2,0,9.0,0.3333333333333333,0.8571428571428571,13.621371043387192,6.0,0.1111111111111111,6.75,8.0,1.0,51.596317
7,46,No,5,0,0,6.571428571428571,0.0,1.4,10.39720770839918,7.0,0.15217391304347827,6.571428571428571,7.0,0.625,48.41749
4,86,No,8,4,0,21.5,1.0,0.5,12.875503299472802,4.0,0.046511627906976744,10.75,8.0,1.6,53.857418
6,61,No,6,0,0,10.166666666666666,0.0,1.0,11.675460894331879,6.0,0.09836065573770492,10.166666666666666,6.0,0.8571428571428571,48.845596
3,89,No,9,3,0,29.666666666666668,1.0,0.3333333333333333,12.476649250079015,3.0,0.033707865168539325,14.833333333333334,6.0,2.25,53.980858
6,55,Yes,7,0,1,9.166666666666666,0.0,0.8571428571428571,13.621371043387192,3.0,0.10909090909090909,9.166666666666666,5.5,2.0,52.751354
8,77,Yes,7,9,1,9.625,1.125,1.1428571428571428,15.380572041353537,4.0,0.1038961038961039,4.529411764705882,16.5,1.5555555555555556,70.55512
9,77,No,4,4,0,8.555555555555555,0.4444444444444444,2.25,9.210340371976184,9.0,0.11688311688311688,5.923076923076923,13.0,0.4,63.56267
7,80,No,8,0,0,11.428571428571429,0.0,0.875,16.635532333438686,7.0,0.0875,11.428571428571429,7.0,1.0,61.39861
2,98,Yes,6,7,1,49.0,3.5,0.3333333333333333,6.591673732008657,1.0,0.02040816326530612,10.88888888888889,8.5,4.0,60.937954
2,43,Yes,7,8,1,21.5,4.0,0.2857142857142857,7.690286020676767,1.0,0.046511627906976744,4.3,9.5,4.666666666666667,26.592781
2,61,No,8,7,0,30.5,3.5,0.25,8.788898309344876,2.0,0.03278688524590164,6.777777777777778,9.0,2.6666666666666665,37.82808
2,97,Yes,7,9,1,48.5,4.5,0.2857142857142857,7.690286020676767,1.0,0.020618556701030927,8.818181818181818,10.5,4.666666666666667,56.194775
